gene_id	gene_name	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
FBgn0031460	CG15399	36	65	70	63	111	112	59
FBgn0004242	Syt1	4931	3257	2132	4555	1559	1752	2231
FBgn0264369	lncRNA:CR43821	0	0	0	0	0	0	0
FBgn0031461	daw	431	618	542	652	950	1032	448
FBgn0031462	Pykl2	0	0	2	1	0	0	0
FBgn0031463	G6p	0	0	0	0	0	0	0
FBgn0283531	Duox	32	69	57	18	24	29	39
FBgn0031465	CG3123	2	4	2	1	4	0	1
FBgn0031466	CG3119	4	11	3	4	6	4	1
FBgn0031467	Cpr23B	2	4	4	3	5	8	3
FBgn0266881	asRNA:CR45342	0	0	0	0	0	0	0
FBgn0031468	CG2975	7	12	4	1	2	8	0
FBgn0031469	CG18558	2	0	2	4	3	4	3
FBgn0031470	CG18557	148	152	212	140	196	242	312
FBgn0031471	CG3117	35	44	58	27	33	48	69
FBgn0031472	CG2983	0	0	0	0	0	0	0
FBgn0031473	CG3104	8	0	5	5	9	7	4
FBgn0015521	RpS21	16455	19497	23700	10861	19535	25945	20624
FBgn0031474	CG2991	2687	4389	3823	2742	3769	4718	4239
FBgn0051694	Ifrd1	1830	2405	2389	1847	2387	2900	2267
FBgn0031476	CG8813	2	12	10	3	2	10	20
FBgn0031478	Acbp7	524	637	568	425	506	762	637
FBgn0031479	Prx6a	237	347	355	272	370	509	436
FBgn0051950	Sbat	72	121	138	102	167	163	194
FBgn0028970	RabGGTb	339	704	653	222	560	733	651
FBgn0024947	NTPase	2658	4477	4252	2768	4586	6344	4121
FBgn0041111	lilli	2979	4275	2934	2402	3336	4031	2862
FBgn0010263	Rbp9	7	18	28	12	18	18	14
FBgn0024920	Ts	1248	2270	2313	980	2101	2563	2011
FBgn0004584	Rrp1	1893	2085	2115	2111	2731	3468	1574
FBgn0260639	gammaTub23C	759	1019	1099	906	1266	1619	1113
FBgn0031483	CG9641	726	787	744	773	903	1193	669
FBgn0031484	CG3165	717	627	675	565	662	900	701
FBgn0031485	CG9643	220	269	328	241	326	420	299
FBgn0250786	Chd1	3473	4378	3695	2590	3908	4647	3198
FBgn0025109	Bem46	376	501	518	406	578	693	632
FBgn0002989	okr	341	507	457	370	563	649	634
FBgn0025681	CG3558	3238	5530	4683	2103	3821	4867	4993
FBgn0031488	Ccdc85	217	324	245	226	388	426	251
FBgn0031489	CG17224	763	1216	1243	1123	1690	2087	1093
FBgn0031490	CG17264	578	1163	1213	698	1495	1940	961
FBgn0031491	alpha4GT1	521	707	752	577	766	1013	807
FBgn0031492	Prp40	1076	1342	1147	988	1302	1718	1152
FBgn0031493	Sf3b2	1840	1996	1961	1566	1930	2623	1729
FBgn0031494	CG17219	145	101	104	192	119	144	193
FBgn0264996	asRNA:CR44147	189	219	232	227	250	325	286
FBgn0031495	GABPI	957	1405	1419	1031	1549	2166	1410
FBgn0031496	CG17258	15	34	39	43	37	43	63
FBgn0031497	SerRS	2779	4430	4349	2956	5119	6589	3760
FBgn0031498	CG17260	187	181	221	202	167	174	151
FBgn0243513	cnir	41	55	56	69	33	54	64
FBgn0031500	Rtn4ip1	109	117	134	92	162	181	112
FBgn0031501	CG17261	8	7	11	1	4	6	6
FBgn0042627	FASN2	333	147	135	223	127	130	117
FBgn0263847	snRNA:LU	217	6	4	149	6	3	7
FBgn0003934	snRNA:U5:23D	1	0	0	4	0	0	0
FBgn0283427	FASN1	63044	90145	74365	70274	109789	122575	80309
FBgn0015600	toc	12491	11072	9054	24302	12730	13233	12089
FBgn0005779	PpD6	1	0	0	0	0	0	0
FBgn0031504	CG15403	1	0	0	0	0	0	0
FBgn0031505	ND-B14.5B	596	691	897	857	984	1120	881
FBgn0011648	Mad	937	1697	1479	863	1412	2078	1379
FBgn0260817	Tdp1	312	376	418	287	481	650	360
FBgn0051953	CR31953	37	43	75	41	58	103	59
FBgn0014906	Hydr2	4130	5124	5303	2884	4106	5145	5483
FBgn0011985	tRNA:Ser-AGA-2-3	0	0	0	0	0	0	0
FBgn0264744	CG44002	80	43	50	61	65	64	58
FBgn0264745	CR44003	0	1	0	0	3	3	1
FBgn0011984	tRNA:Ser-AGA-2-4	0	0	0	0	0	0	0
FBgn0051698	CG31698	0	0	2	1	0	2	1
FBgn0031512	CG15404	0	0	0	0	0	0	0
FBgn0085422	CG34393	1	2	2	0	0	0	1
FBgn0266875	lncRNA:CR45336	0	0	0	0	0	0	0
FBgn0266876	lncRNA:CR45337	0	1	0	0	0	0	0
FBgn0266877	lncRNA:CR45338	0	0	0	0	0	0	0
FBgn0267270	lncRNA:CR45706	1	0	0	5	8	2	0
FBgn0265677	lncRNA:CR44484	1	5	3	0	2	4	1
FBgn0031513	CG3347	11	10	4	15	15	12	13
FBgn0031514	OtopLb	4	6	6	4	0	4	5
FBgn0265678	lncRNA:CR44485	0	6	2	1	0	0	0
FBgn0031515	CG9664	5	15	13	6	10	16	9
FBgn0031516	CG9663	622	972	883	927	1474	1860	725
FBgn0031518	CG3277	33	79	28	71	66	57	68
FBgn0031517	CG15406	5	20	7	9	15	5	8
FBgn0031519	Fign	40	73	65	74	103	118	103
FBgn0031520	CG8837	1	0	0	0	0	0	1
FBgn0053281	CG33281	0	2	0	0	4	2	0
FBgn0053282	CG33282	0	0	0	0	0	0	0
FBgn0031522	CG3285	1	0	0	0	0	0	0
FBgn0031523	CG15408	0	2	0	0	0	0	0
FBgn0020445	E23	21	22	20	25	23	28	19
FBgn0031526	CG8838	2	0	2	1	2	0	0
FBgn0085423	GramD1B	2125	3012	2273	2446	2950	3712	2684
FBgn0031528	CG15412	0	3	4	7	0	0	2
FBgn0031529	Ostc	346	481	534	386	578	771	496
FBgn0016698	Ptpa	413	480	555	399	577	793	500
FBgn0266839	lncRNA:CR45301	0	0	0	0	0	0	0
FBgn0259949	Sfp23F	0	0	0	0	0	0	0
FBgn0259950	CG42460	0	0	0	0	0	0	0
FBgn0266026	lncRNA:CR44791	0	0	0	0	0	0	0
FBgn0266027	asRNA:TS15	0	0	0	0	0	0	0
FBgn0085204	CG34175	1	0	0	1	0	0	0
FBgn0031530	Pgant2	327	458	359	332	487	696	128
FBgn0031531	CG8840	0	0	0	0	0	0	0
FBgn0051952	CG31952	1	4	0	1	2	0	0
FBgn0031533	CG2772	0	0	4	1	2	0	3
FBgn0031534	Snx1	1169	1386	1373	1091	1354	1659	1507
FBgn0031535	CG12795	348	397	517	299	452	626	371
FBgn0031536	Cog3	568	654	743	506	682	953	669
FBgn0266670	Sec5	633	877	740	584	885	1035	657
FBgn0031538	CG3246	136	234	280	219	373	538	192
FBgn0005616	msl-2	1010	1179	1053	980	1182	1426	1122
FBgn0263526	mir-4971	27	34	48	54	55	73	66
FBgn0021967	ND-PDSW	749	1066	1251	542	1228	1650	1059
FBgn0031540	Pif1	223	313	278	138	236	266	344
FBgn0051776	CG31776	2	6	2	0	0	0	1
FBgn0051956	Pgant4	3	4	8	1	4	0	4
FBgn0266912	lncRNA:CR45372	0	0	2	0	0	0	1
FBgn0264549	lncRNA:CR43928	2	6	0	2	2	2	4
FBgn0261560	Thor	2161	2392	2687	973	1385	2000	2552
FBgn0031542	CG15414	3	6	4	4	2	8	6
FBgn0014396	tim	2	4	4	4	4	4	2
FBgn0287668	lncRNA:CR46495	0	0	0	0	0	0	0
FBgn0286737	snoRNA:CD75	0	0	0	0	1	2	0
FBgn0266837	lncRNA:CR45299	0	0	0	0	0	0	1
FBgn0051954	CG31954	1	0	0	0	0	0	0
FBgn0266838	asRNA:CR45300	1	0	0	0	0	0	0
FBgn0284253	LeuRS	2608	3244	3086	2385	3184	3759	3480
FBgn0031544	CG17593	1667	1943	2121	1307	1802	2359	2000
FBgn0031545	CG3213	6	8	0	5	6	8	1
FBgn0031546	CG8851	5	8	1	3	1	2	2
FBgn0031547	Sr-CIV	194	358	496	108	143	199	633
FBgn0031548	CG8852	70	105	96	25	22	54	158
FBgn0031549	Spindly	538	705	707	485	656	822	682
FBgn0031550	IFT57	0	0	0	0	0	0	0
FBgn0265367	lncRNA:CR44308	0	0	0	0	0	0	0
FBgn0024244	drm	4	0	2	2	0	0	1
FBgn0265368	lncRNA:CR44309	0	0	0	0	0	0	0
FBgn0265960	lncRNA:CR44747	0	0	0	0	0	0	0
FBgn0264370	lncRNA:CR43822	0	0	0	0	0	0	0
FBgn0264363	CG43815	0	0	0	0	0	0	0
FBgn0004892	sob	0	0	0	0	0	0	0
FBgn0284410	lncRNA:TS2	0	0	0	0	1	0	0
FBgn0264371	lncRNA:CR43823	0	0	0	0	0	0	0
FBgn0002985	odd	1	2	0	1	1	0	1
FBgn0265369	lncRNA:CR44310	0	0	0	0	0	0	0
FBgn0015663	Ugt36A1	171	248	240	146	198	288	277
FBgn0031554	CG15418	35	21	27	34	19	13	35
FBgn0000721	for	11736	9429	7926	24260	11811	12001	11467
FBgn0263523	mir-4972	0	0	0	0	0	0	0
FBgn0085369	Drgx	0	1	0	0	0	0	1
FBgn0259951	Sfp24Ba	0	0	0	0	0	0	0
FBgn0259953	Sfp24Bd	0	0	0	0	0	0	0
FBgn0259952	Sfp24Bb	0	0	0	0	0	0	0
FBgn0261054	Sfp24Bc	0	1	0	0	0	0	0
FBgn0031558	CG16704	0	1	0	0	0	0	0
FBgn0031559	CG3513	0	0	0	0	0	0	0
FBgn0051779	Acp24A4	0	0	0	0	0	0	0
FBgn0263096	CR43364	0	0	0	0	0	0	0
FBgn0262721	CG43165	0	2	0	0	0	0	2
FBgn0031560	CG16713	9	7	4	1	0	2	12
FBgn0031561	IM33	6	10	4	11	6	2	9
FBgn0031562	CG3604	0	0	1	0	0	0	0
FBgn0031563	CG10031	0	0	0	1	2	0	1
FBgn0259954	CG42464	0	0	0	0	0	0	0
FBgn0259955	CG42465	0	0	0	1	0	0	0
FBgn0259956	Sfp24C1	0	0	0	0	0	0	0
FBgn0259957	CG42467	1	0	0	0	0	0	0
FBgn0262621	CG43145	0	0	0	0	0	0	1
FBgn0265370	lncRNA:CR44311	0	0	0	0	0	0	0
FBgn0031564	CG2816	0	0	0	0	0	0	1
FBgn0051778	CG31778	11	13	15	11	2	9	22
FBgn0051777	CG31777	484	286	356	300	346	580	660
FBgn0015376	cutlet	373	420	424	272	366	420	552
FBgn0051955	CG31955	537	555	511	436	360	419	740
FBgn0031566	CG2818	504	581	547	560	694	908	575
FBgn0040104	lectin-24A	11	4	12	9	4	10	14
FBgn0003386	Shaw	25	23	20	23	18	14	16
FBgn0031568	CG10019	80	89	71	43	29	50	67
FBgn0263846	CG43707	4	2	0	1	0	2	4
FBgn0263842	CG43703	0	0	0	0	0	0	0
FBgn0262392	mir-1004	0	0	0	0	0	0	0
FBgn0263843	lncRNA:CR43704	0	3	1	2	2	0	1
FBgn0004893	bowl	596	850	710	327	395	558	668
FBgn0051960	CG31960	0	0	0	0	1	0	0
FBgn0051958	CR31958	0	0	0	0	0	0	0
FBgn0031571	bark	38	60	47	41	71	47	47
FBgn0021800	Reph	959	839	659	932	714	873	667
FBgn0031573	CG3407	128	153	147	120	165	177	123
FBgn0264885	lncRNA:CR44076	0	0	0	1	0	0	0
FBgn0264886	lncRNA:CR44077	0	0	0	0	0	0	0
FBgn0003430	slp1	0	2	0	0	0	0	0
FBgn0004567	slp2	0	4	2	1	0	0	0
FBgn0266318	lncRNA:CR44983	2	0	0	1	0	0	0
FBgn0267007	lncRNA:CR45451	0	0	0	0	0	0	0
FBgn0267005	lncRNA:CR45449	2	2	0	2	0	2	1
FBgn0267006	lncRNA:CR45450	1	2	0	0	0	4	4
FBgn0264887	lncRNA:CR44078	6	0	11	8	8	9	4
FBgn0031574	TTLL4B	184	322	298	189	314	464	368
FBgn0031575	Cep97	307	419	394	264	438	513	468
FBgn0051957	CG31957	160	122	114	138	98	142	183
FBgn0000256	capu	2361	3539	2849	1673	2337	2995	2627
FBgn0051774	fred	110	151	62	157	106	117	51
FBgn0051773	Fpgs2	7	4	2	6	8	4	2
FBgn0264341	CG43797	1	0	1	5	2	7	1
FBgn0266883	lncRNA:CR45344	0	0	1	3	3	8	2
FBgn0085205	CG34176	0	2	5	1	6	4	4
FBgn0031579	CG15422	3	8	4	2	4	7	4
FBgn0031580	CG15423	9	15	10	6	7	32	14
FBgn0264295	CG43773	2	1	3	0	2	8	4
FBgn0264296	CG43774	1	4	5	3	1	4	13
FBgn0000547	ed	781	893	683	1050	779	995	625
FBgn0266319	asRNA:CR44984	35	45	22	24	12	43	24
FBgn0020376	Sr-CIII	28	68	80	22	15	40	93
FBgn0014033	Sr-CI	6650	7722	8169	4638	6829	8374	12454
FBgn0031585	CG2955	0	0	0	0	0	0	0
FBgn0026394	Or24a	0	0	0	0	0	0	0
FBgn0267441	lncRNA:CR45791	0	2	0	1	0	0	1
FBgn0264866	lncRNA:CR44057	1	2	0	1	0	0	1
FBgn0051961	Tbcc	407	428	457	319	421	558	392
FBgn0040102	lectin-24Db	6	2	11	7	2	2	4
FBgn0031589	Naprt	1533	1941	1730	1667	2003	2652	2145
FBgn0001075	ft	43	74	54	38	70	65	35
FBgn0031590	CG3702	2229	2833	3026	2099	3196	3709	3146
FBgn0003941	RpL40	27801	24418	30994	20165	26509	36260	27771
FBgn0265819	lncRNA:CR44608	34	30	38	32	33	33	45
FBgn0267284	lncRNA:CR45720	0	0	0	0	0	0	0
FBgn0264867	lncRNA:CR44058	0	0	0	0	0	0	0
FBgn0264868	lncRNA:CR44059	0	0	4	0	2	0	0
FBgn0266832	lncRNA:CR45294	0	0	0	0	0	0	0
FBgn0266833	lncRNA:CR45295	0	0	0	0	0	0	0
FBgn0266834	lncRNA:CR45296	0	0	0	0	0	0	0
FBgn0265269	CG15425	0	0	0	0	0	0	0
FBgn0264889	lncRNA:CR44080	0	0	0	0	0	0	0
FBgn0031592	Art2	1	6	0	1	2	4	2
FBgn0010473	tutl	52	69	42	35	36	59	37
FBgn0028482	bdl	102	132	137	66	80	96	59
FBgn0020762	Atet	1506	1868	1659	1031	1194	1620	1197
FBgn0262375	mir-1005	0	0	0	0	1	0	0
FBgn0265908	lncRNA:CR44697	0	0	0	0	0	0	0
FBgn0265909	lncRNA:CR44698	1	0	0	0	0	0	0
FBgn0265910	lncRNA:CR44699	0	0	1	0	0	0	0
FBgn0265911	lncRNA:CR44700	0	0	0	0	0	0	0
FBgn0031596	CG15429	0	0	0	0	0	0	1
FBgn0266903	lncRNA:CR45363	8	10	8	13	3	6	5
FBgn0026319	Traf4	676	778	704	814	946	1178	490
FBgn0031597	CG17612	141	138	135	184	148	160	145
FBgn0031598	Vps53	454	535	547	530	655	773	520
FBgn0261976	Psf2	124	158	174	136	160	218	177
FBgn0027560	Tps1	6	14	10	27	13	23	16
FBgn0031600	CG3652	410	495	568	424	575	735	548
FBgn0022153	l(2)k05819	2870	3591	3362	2643	3619	4702	3603
FBgn0053003	CG33003	2	4	0	1	2	3	2
FBgn0031601	Dim1	165	160	207	195	215	259	253
FBgn0031602	CG15431	9	12	9	13	6	21	3
FBgn0262357	CG43055	0	0	0	1	0	0	0
FBgn0051963	tRNA:Trp-CCA-2-1	1	0	0	0	0	0	0
FBgn0085206	CG34177	0	0	0	0	0	0	0
FBgn0085207	CG34178	0	0	0	0	0	0	0
FBgn0262358	CG43056	0	0	0	0	0	2	0
FBgn0259958	Sfp24F	0	0	0	0	0	0	0
FBgn0031603	CG15432	291	238	256	338	310	390	223
FBgn0027609	morgue	714	1026	972	730	930	1318	930
FBgn0031604	Elp3	1189	1509	1541	1157	1588	2107	1438
FBgn0025684	MFS18	798	1069	1129	850	1104	1410	1187
FBgn0031606	CG15439	847	1176	1045	770	1285	1621	885
FBgn0031607	Secp43	570	905	930	570	886	1238	798
FBgn0040705	ND-B8	5	9	13	10	11	10	13
FBgn0019982	Gs1l	460	722	848	538	746	995	739
FBgn0285948	RpL27A	22507	35720	50404	25258	44845	56087	39070
FBgn0065053	snoRNA:CD15	16	7	11	19	5	7	11
FBgn0053002	mRpL27	272	308	401	310	404	588	335
FBgn0031608	CG15435	162	188	202	183	216	346	201
FBgn0031609	CG15443	195	245	319	241	326	450	269
FBgn0031610	Paris	92	108	92	92	98	123	103
FBgn0031611	FIG4	217	326	310	226	336	517	335
FBgn0011603	ine	9	2	14	4	11	6	12
FBgn0053196	dpy	3690	2523	1977	5407	3126	3333	2989
FBgn0031613	HP6	0	0	0	5	0	2	1
FBgn0263869	lncRNA:CR43716	0	0	0	0	0	0	0
FBgn0265820	lncRNA:CR44609	0	0	0	0	0	0	0
FBgn0267008	lncRNA:CR45452	0	0	0	0	0	0	0
FBgn0083938	BG642163	0	0	0	0	0	0	0
FBgn0031617	CG15635	0	0	0	0	0	0	0
FBgn0264342	CG43798	0	0	0	0	0	1	1
FBgn0031619	CG3355	0	0	0	0	1	0	0
FBgn0284415	lncRNA:TS6	0	0	0	0	0	0	0
FBgn0031620	CG11929	7	9	2	6	5	10	0
FBgn0000227	Elba1	1	0	0	0	0	0	0
FBgn0031621	Elba3	2	0	0	2	4	1	0
FBgn0031622	CG3251	6	10	17	13	13	17	6
FBgn0085380	dcma	2	10	2	8	2	8	4
FBgn0031623	Taf12L	2	10	2	8	2	8	4
FBgn0031626	CG15631	0	0	0	0	0	0	0
FBgn0031627	fipi	2	0	0	0	1	0	3
FBgn0260428	CG42523	0	0	0	0	0	0	0
FBgn0031628	CG3294	85	118	107	80	131	128	114
FBgn0287234	slf	0	2	0	1	2	2	0
FBgn0266835	lncRNA:CR45297	0	0	0	0	0	0	0
FBgn0031630	CG15629	18	27	16	30	20	37	22
FBgn0031631	CG3225	152	142	135	127	160	224	134
FBgn0263577	mir-4910	0	0	2	0	0	2	3
FBgn0031632	CG15628	22	14	9	20	1	3	12
FBgn0031633	Fnta	774	1154	1393	788	1177	1642	1235
FBgn0263575	mir-4912	0	2	1	0	1	0	5
FBgn0031634	Ir25a	7	6	11	12	15	8	8
FBgn0031635	tank	678	1086	976	636	1062	1292	1123
FBgn0031636	CG12194	4	2	3	6	0	10	1
FBgn0031637	mxt	1397	1882	1738	1061	1462	1769	1665
FBgn0031638	CG11927	323	473	441	319	460	621	431
FBgn0031639	mRpS2	255	356	289	245	366	527	395
FBgn0031640	Mon1	444	590	494	404	440	693	438
FBgn0051660	smog	34	23	17	21	19	27	23
FBgn0000286	Cf2	624	810	610	375	488	674	674
FBgn0031643	CG3008	1980	2750	2653	1647	2729	3722	2061
FBgn0031644	CG15625	128	241	253	125	285	351	209
FBgn0267280	CR45716	13	8	5	12	17	2	20
FBgn0031645	CG3036	320	487	471	380	468	549	474
FBgn0031646	snsl	10	18	6	3	0	12	7
FBgn0041150	hoe1	309	398	325	276	329	381	292
FBgn0031649	hoe2	3	2	0	2	4	0	2
FBgn0003372	Sgs1	1	16	5	8	8	5	3
FBgn0031650	synr	9	13	32	35	28	41	39
FBgn0031651	mRpL24	451	446	559	464	505	635	491
FBgn0015000	betaggt-I	1108	1137	1244	925	1149	1561	1190
FBgn0031652	jet	129	128	130	133	125	158	140
FBgn0031653	Jon25Biii	0	0	0	1	2	2	1
FBgn0031654	Jon25Bii	0	2	0	0	0	0	0
FBgn0020906	Jon25Bi	0	0	0	1	0	0	0
FBgn0031655	Marcal1	272	254	281	213	300	347	323
FBgn0083960	CG34124	38	39	64	24	48	66	50
FBgn0264372	asRNA:CR43824	22	10	26	15	27	22	28
FBgn0083961	CG34125	579	644	634	497	639	816	656
FBgn0015834	eIF3i	5278	7105	7800	4277	6714	9467	6787
FBgn0262467	Scox	426	450	413	386	465	588	385
FBgn0031657	Polr1C	345	420	388	308	450	550	503
FBgn0010607	l(2)05714	968	931	1152	826	968	1317	1054
FBgn0031659	CG14043	652	687	856	575	723	989	757
FBgn0031660	mRpL28	1073	1594	1831	1455	1927	2548	1463
FBgn0031661	Gmd	620	590	667	508	735	950	733
FBgn0031662	CG3792	839	926	1049	857	1069	1235	1159
FBgn0031663	CG8891	750	749	879	621	729	1135	865
FBgn0031664	CG8892	400	526	543	431	664	869	395
FBgn0083962	CG34126	3593	4901	4222	3496	4527	5708	5177
FBgn0053113	Rtnl1	4583	5471	4516	3964	4367	5500	4511
FBgn0031668	CG31917	607	547	592	562	546	761	708
FBgn0265968	Tfb5	607	547	592	562	546	761	708
FBgn0031670	SelT	1551	1571	1887	1537	1650	2124	1962
FBgn0016075	vkg	29336	42973	36358	34804	65158	69671	32200
FBgn0000299	Col4a1	42178	59778	48768	55487	92303	101897	43383
FBgn0260451	CG14042	9	27	11	25	19	17	52
FBgn0260470	SP555	9	27	11	25	19	17	52
FBgn0031673	CG31650	1851	2193	2164	1596	2174	3024	2185
FBgn0053995	CG33995	1445	1900	1758	1911	2173	2821	1776
FBgn0264742	CG44000	1445	1900	1758	1911	2173	2821	1776
FBgn0264743	CG44001	1445	1900	1758	1911	2173	2821	1776
FBgn0031675	CG9121	149	177	191	434	268	245	338
FBgn0022023	eIF3h	6347	8578	9328	5349	8240	11313	8118
FBgn0031676	senju	344	382	406	361	409	508	488
FBgn0031677	CG14036	50	28	52	43	55	73	70
FBgn0014857	His3.3A	1737	2320	2460	1459	2062	2842	2054
FBgn0031678	Nepl3	2436	2221	2174	2421	2230	2847	2015
FBgn0028694	Rpn11	1427	1769	1919	1602	2353	3082	1838
FBgn0266829	lncRNA:CR45291	6	0	1	2	3	4	6
FBgn0028572	qtc	342	566	511	269	493	620	459
FBgn0264368	asRNA:CR43820	75	134	107	49	85	93	73
FBgn0262213	mir-2495	2	5	6	12	12	11	13
FBgn0266843	asRNA:CR45305	652	1357	2015	432	1662	1983	753
FBgn0261608	RpL37A	19589	16231	20411	14488	17240	20144	20622
FBgn0031681	Pgant5	2875	3325	2812	2464	2726	3400	3283
FBgn0031682	CG5828	295	451	453	323	550	642	320
FBgn0031683	CG4230	311	360	409	306	319	451	376
FBgn0031684	ND-13A	384	482	589	391	610	770	593
FBgn0261836	Msp300	45152	48813	32445	26459	24288	27866	23322
FBgn0065083	sncRNA:765	53	87	70	53	75	94	66
FBgn0065107	sncRNA:128	79	198	132	79	121	160	160
FBgn0083028	snoRNA:Psi18S-525k	7	1	0	6	0	0	0
FBgn0065104	sncRNA:158	393	313	315	256	269	371	324
FBgn0031688	Cyp28d2	27	12	31	70	65	61	21
FBgn0031689	Cyp28d1	207	235	239	429	430	629	287
FBgn0031690	CG7742	16	3	17	9	8	21	21
FBgn0250847	CG14034	0	0	2	0	0	0	1
FBgn0031692	TpnC25D	1	0	0	7	3	2	1
FBgn0003716	tkv	1860	1879	1957	2132	2097	2495	1890
FBgn0051971	tRNA:Asp-GTC-2-1	1	0	0	2	0	1	0
FBgn0051914	tRNA:Asp-GTC-1-1	0	2	0	0	0	0	0
FBgn0046776	CR14033	873	620	749	843	765	955	762
FBgn0265957	lncRNA:CR44744	8	1	4	30	9	7	5
FBgn0031693	Cyp4ac1	251	287	237	383	304	357	237
FBgn0031694	Cyp4ac2	24	22	16	45	14	24	13
FBgn0031695	Cyp4ac3	16	14	17	17	14	10	16
FBgn0000228	Nin	973	1076	981	687	985	1261	856
FBgn0031696	Bub1	1121	1437	1282	841	1277	1567	1225
FBgn0265956	lncRNA:CR44743	1	4	0	3	6	12	3
FBgn0265955	lncRNA:CR44742	1	2	0	2	3	10	2
FBgn0016076	vri	540	795	676	589	707	949	463
FBgn0267294	lncRNA:CR45730	4	2	0	1	0	0	1
FBgn0031697	CG14024	5	4	2	8	3	6	2
FBgn0031698	Ncoa6	5428	6589	4914	3806	5206	6389	3841
FBgn0266320	lncRNA:CR44985	106	41	43	73	46	65	28
FBgn0015031	cype	753	1002	1355	1303	1409	1748	1969
FBgn0031700	CG14022	1	0	3	0	0	2	1
FBgn0031701	TotM	0	0	2	1	2	0	0
FBgn0031702	fusl	1	2	0	0	0	2	0
FBgn0031703	Acsf2	155	179	185	41	46	55	105
FBgn0016920	nompC	5	8	4	1	3	2	4
FBgn0262097	lncRNA:CR42850	0	0	0	0	0	0	0
FBgn0265958	lncRNA:CR44745	0	0	0	0	0	0	0
FBgn0016660	H15	3	1	1	4	0	3	1
FBgn0263866	lncRNA:CR43713	0	0	0	0	0	0	0
FBgn0263867	lncRNA:CR43714	0	0	0	0	0	0	0
FBgn0263868	lncRNA:CR43715	0	0	0	0	0	0	0
FBgn0051647	lncRNA:CR31647	1	0	0	2	0	0	1
FBgn0086033	snoRNA:CD50	0	0	0	0	0	0	0
FBgn0261963	mid	0	2	0	0	0	0	0
FBgn0266825	lncRNA:CR45287	0	0	0	0	0	0	0
FBgn0031707	CG14020	4	5	18	12	10	26	28
FBgn0031708	CG7382	227	286	268	232	329	429	294
FBgn0000318	cl	1060	1069	1250	1037	1366	2016	1262
FBgn0031710	Vps52	549	534	513	562	509	580	567
FBgn0031711	Elp4	861	1001	1061	764	1065	1361	984
FBgn0266028	asRNA:CR44793	155	151	120	142	144	179	146
FBgn0051989	Cap-D3	2554	2952	3049	2621	3441	4277	3134
FBgn0051648	Cox11	248	259	283	259	346	427	307
FBgn0051915	CG31915	1275	1233	1218	1318	1467	1827	1308
FBgn0031713	Coq6	497	806	870	611	1022	1269	800
FBgn0031715	tomb	6	1	15	10	13	9	14
FBgn0031716	CG14015	2	7	0	0	6	6	0
FBgn0014189	Hel25E	4076	5569	5326	3322	5175	6783	6073
FBgn0002525	Lam	4829	6195	5153	4537	6694	8096	5847
FBgn0031717	Gnpda	43	71	79	69	50	108	78
FBgn0031718	CG14014	0	0	2	0	2	0	0
FBgn0031719	CG18269	0	0	0	0	0	0	0
FBgn0031720	CG14013	0	0	0	0	0	0	0
FBgn0031721	CG14017	0	0	0	0	0	0	0
FBgn0004620	GluRIIA	0	0	0	0	0	0	1
FBgn0020429	GluRIIB	1	0	0	0	0	0	1
FBgn0266029	lncRNA:CR44794	0	0	0	0	0	0	0
FBgn0041719	snRNA:U4:25F	0	0	0	0	0	0	0
FBgn0031722	CG14011	0	0	0	0	0	0	0
FBgn0031723	CG7251	0	0	0	0	0	0	0
FBgn0031724	CG18266	0	0	0	0	2	0	0
FBgn0031725	DIP-eta	0	0	0	0	0	2	0
FBgn0266030	lncRNA:CR44795	0	0	0	0	0	0	0
FBgn0266031	lncRNA:CR44796	0	0	0	0	0	0	0
FBgn0031726	Cyp6a16	0	0	0	0	0	0	0
FBgn0051646	DIP-theta	0	0	0	0	0	0	1
FBgn0266069	lncRNA:CR44822	0	0	0	0	0	0	0
FBgn0262256	mir-959	0	0	0	0	0	0	0
FBgn0262321	mir-960	0	0	0	0	0	0	0
FBgn0262239	mir-961	0	0	0	0	0	0	0
FBgn0262200	mir-962	0	0	0	0	0	0	0
FBgn0262333	mir-963	0	0	0	0	0	0	0
FBgn0262243	mir-964	0	0	0	0	0	0	0
FBgn0266068	lncRNA:CR44821	0	0	0	0	0	0	0
FBgn0031728	Hsp60C	14	2	0	9	2	0	0
FBgn0031729	CG12511	0	0	0	0	0	0	0
FBgn0266066	lncRNA:CR44819	0	0	0	0	0	0	0
FBgn0266067	lncRNA:CR44820	0	0	0	0	0	0	0
FBgn0031730	Cdkl	0	0	0	0	0	0	0
FBgn0031731	CG14007	0	0	0	0	1	0	0
FBgn0266065	asRNA:CR44818	0	0	0	0	1	0	0
FBgn0054011	CG34011	0	0	0	0	0	0	0
FBgn0031732	CG11149	3	0	0	0	0	0	0
FBgn0024191	sip1	244	342	381	264	343	534	326
FBgn0031736	CG11030	1083	1017	1044	797	1083	1361	1057
FBgn0031733	CG14006	4	2	6	2	2	0	1
FBgn0031734	CG11147	6	10	4	5	4	4	9
FBgn0031735	CG11029	4	7	11	8	4	14	10
FBgn0031737	obst-E	8	14	11	9	10	10	14
FBgn0031738	CG9171	1260	1345	1143	1578	1661	2065	1088
