,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ID=FBgn0000115,679.9802645452507,0.08771687301053613,0.11504230192889102,0.7624749465179769,0.4457765904043194,0.8480001029665215
ID=FBgn0000116,754.6530413422115,1.3198286859686128,0.24901806436077709,5.300132299062636,1.157187969063061e-07,5.784407146018533e-06
ID=FBgn0000117,13097.345428620469,0.16848191813157132,0.11849885507992677,1.421802075791629,0.15508371683154712,0.5566200164738553
ID=FBgn0000119,814.1375338334102,-0.07236310205411924,0.10810020145904659,-0.6694076521359099,0.5032354716357399,0.8688632960604584
ID=FBgn0000139,794.2432506477995,-0.41800090163101483,0.11724250935664257,-3.5652674437348377,0.00036348534361576375,0.007182165899507291
ID=FBgn0000140,1166.6171159315975,0.0904579370365834,0.14447760340519658,0.6261035268067702,0.5312470391011044,0.8794204903484826
ID=FBgn0000146,1963.5433901735307,0.48247431798943363,0.1050364663426409,4.593398224341892,4.3608574849829525e-06,0.0001522830344222597
ID=FBgn0000147,505.6678967595183,0.4101431477902654,0.13074789592096744,3.1369005589059933,0.0017074402710840683,0.024976277453764628
ID=FBgn0000150,10113.963882747415,0.3345417473690765,0.12223750031443532,2.7368176419554096,0.0062036671519692735,0.06670267758271237
ID=FBgn0000152,605.1920358549162,0.11911560588677912,0.17904818539343476,0.6652712264301271,0.5058770308311924,0.8693573631158994
ID=FBgn0000163,1355.70006280122,-0.0890932199242706,0.17149917618728766,-0.5194964891666612,0.6034145605366139,0.9090712207003411
ID=FBgn0000173,1924.6241364150774,0.1282421410949203,0.12191582240057977,1.0518908749477496,0.2928496189552777,0.7367878599552362
ID=FBgn0000181,16058.461501828497,-0.1381811936589766,0.10755265533385377,-1.284777146877954,0.1988701704987289,0.6270142217729348
ID=FBgn0000183,3266.260803928619,0.0045077522742756814,0.08549922304619274,0.05272272792280549,0.9579528299440502,0.9947529057509015
ID=FBgn0000212,4046.1741039744584,0.1328584438275853,0.12609108271041158,1.0536704180161263,0.29203383706817176,0.7362295932500202
ID=FBgn0000221,239.7952976684074,-0.20258070535665032,0.18617433512292397,-1.0881236945086648,0.2765405047843702,0.72507135459949
ID=FBgn0000228,962.6358987361991,-0.1207708545641374,0.14342644303914948,-0.8420403658143565,0.3997653592596959,0.8190247153043655
ID=FBgn0000229,1111.6395282751544,-0.10068577266471578,0.19653773167108607,-0.5122974189669469,0.6084428713624355,0.9108257505182296
ID=FBgn0000239,3110.9570852335055,-0.04713957400559494,0.09842958895813606,-0.47891670080674914,0.6319978893897527,0.9193623794453901
ID=FBgn0000244,614.0472997415801,-0.3784966013105368,0.15846261931332895,-2.388554492855716,0.016914799671197356,0.1436140696492662
ID=FBgn0000246,209.2358019055166,0.17759872967789384,0.28385694586755533,0.6256627934014323,0.5315361423673646,0.8794882942762958
ID=FBgn0000247,3287.1617059009614,-0.15014815030844458,0.14181533273032196,-1.0587582274616838,0.289709902234879,0.7338021282110292
ID=FBgn0000250,2871.9127762713856,-0.0778996825502643,0.12975072570247584,-0.6003795518561624,0.5482533122734642,0.886507479619954
ID=FBgn0000253,13933.57227605289,0.044433937870823316,0.24402984555677915,0.1820840306211018,0.855516780953204,0.977440857094099
ID=FBgn0000256,2593.2701458962947,-0.39984160486270204,0.13202560624107132,-3.0285155754756676,0.0024575840837233708,0.033483474122642604
ID=FBgn0000257,907.291772559428,0.09474793455673108,0.1606374925178367,0.5898245364245247,0.5553082910086087,0.8915318426887341
ID=FBgn0000259,2629.717681858314,-0.07658099729057084,0.23751008010493063,-0.322432619519718,0.7471249758207856,0.9506573360578708
ID=FBgn0000261,2307.55107770848,-0.13436396328108977,0.15221709572550443,-0.8827126982069773,0.37739151956579997,0.8028515082727049
ID=FBgn0000273,3517.258860540544,-0.09388996109818162,0.2213849653737374,-0.42410269793921457,0.6714909180051584,0.9291112808311434
ID=FBgn0000283,4395.109486572035,-0.09642481326551425,0.1430653719056567,-0.6739912809166764,0.5003168569679142,0.86823999542723
ID=FBgn0000286,602.7892918138584,-0.5287361929455789,0.13998888407305707,-3.776986983263924,0.00015873702412087267,0.003523961935483373
ID=FBgn0000289,4166.012391125877,-0.20345299213878543,0.10802631574718738,-1.8833650923995584,0.059650907633677815,0.32506777134381143
ID=FBgn0000299,61734.02849341444,0.6584400003947808,0.13692497236189793,4.808764895380067,1.51865688783458e-06,5.8186914666880256e-05
ID=FBgn0000307,2363.86539760017,-0.034808926782856776,0.19578496840748041,-0.17779162039861085,0.85888662845817,0.977987160840371
ID=FBgn0000308,22077.531270835727,0.02354785397524781,0.2165764821392105,0.10872765935920863,0.913418502909229,0.9845883954920309
ID=FBgn0000316,376.6142714394946,0.11944900716078749,0.18640555347906926,0.640801762240415,0.521651487853158,0.8744162678161497
ID=FBgn0000317,1690.130403605401,-0.10429344109391231,0.1268481406531269,-0.8221913270223515,0.41096801409918027,0.8267930488471822
ID=FBgn0000318,1266.58003546407,0.21144021751537864,0.1293894605972269,1.6341378698035183,0.10222990471890187,0.4427846467807855
ID=FBgn0000319,17059.48488372958,0.04718270067614499,0.124402030357493,0.37927596953648174,0.7044829424773118,0.9406977312042364
ID=FBgn0000326,333.8738486205799,0.19012377618126194,0.1405638356740714,1.3525795968040193,0.1761899742584162,0.595567473411388
ID=FBgn0000330,350.4485929862645,-0.06794586029078536,0.28861651645331576,-0.23541916840291335,0.8138834098672116,0.967380026298673
ID=FBgn0000339,736.0184411152012,-0.07499063229793698,0.22132843384123768,-0.3388205979523125,0.7347448832232744,0.9476518431948979
ID=FBgn0000346,116.32041535364155,0.6754607528782555,0.20174897500092057,3.3480256981487684,0.000813894639785384,0.013591320223672739
ID=FBgn0000352,1018.5332900371367,0.09037578918035453,0.13206264732832493,0.6843402809854974,0.49376031668757814,0.8660929543704501
ID=FBgn0000370,14156.650321369229,-0.10804381465158323,0.1338228737497614,-0.807364328863666,0.419456611942014,0.8321281589252237
ID=FBgn0000376,1496.0285219497425,0.08643063697481651,0.1646645440972156,0.5248891766511016,0.5996602338612178,0.9090712207003411
ID=FBgn0000377,1078.3820594074132,0.11756824754419379,0.14000369440390503,0.8397510368905988,0.40104799165038574,0.8200287652055016
ID=FBgn0000382,1014.0842136912739,-0.16586636811693653,0.18418477536204939,-0.900543314673514,0.36783118534620085,0.7933882878279901
ID=FBgn0000384,1362.1350282480576,0.03159536708591836,0.2672002832737876,0.11824600894432462,0.9058727357783407,0.9845156660506501
ID=FBgn0000392,3856.8542583916424,-0.12870981865531678,0.13833864863642356,-0.9303966745662456,0.35216573971765985,0.7825168349479481
ID=FBgn0000394,807.6619253994232,-0.19019439927917736,0.1198746700969012,-1.5866104083993133,0.11260090862221757,0.46878745630474256
ID=FBgn0000395,768.2238343799725,-0.49694805026195216,0.2272578715853379,-2.1867143557900595,0.028763382954484558,0.205787691507535
ID=FBgn0000404,3177.2724776996474,0.05830795111039676,0.11404634149665935,0.5112654237322003,0.6091652127271865,0.9108257505182296
ID=FBgn0000405,2824.564262772532,0.546079723912245,0.12445572910223121,4.387742756813394,1.145331257246331e-05,0.00036171382132616344
ID=FBgn0000406,321.7312945478315,-2.0473641576675266,0.3205939165074312,-6.386160348803966,1.7010263815019506e-10,1.4426232727614294e-08
ID=FBgn0000412,3316.106133518596,0.22159924561233785,0.1377331886239822,1.6089023119715449,0.1076377038838656,0.4564572825251805
ID=FBgn0000414,2790.5722432455286,-0.23146908439345654,0.13360207424702175,-1.7325261280411326,0.08317992918454829,0.39452468887827985
ID=FBgn0000416,48255.14249582794,-0.368563711011304,0.07443733312867641,-4.951328795917295,7.370844780307598e-07,3.1432280452972735e-05
ID=FBgn0000426,846.6140117265328,0.23190035064294415,0.1614993864042823,1.4359209394296193,0.15102483938246436,0.5498138187572778
ID=FBgn0000447,796.0858777405726,0.5932803703843009,0.13174238219646014,4.503337198651643,6.689461653474169e-06,0.00021953068069749144
ID=FBgn0000454,3194.084781900383,-0.015799605168657454,0.18887654643749588,-0.08365043445924056,0.9333343665215408,0.9887871672707513
ID=FBgn0000455,676.8490725600708,-0.1786621410421121,0.19283819697595367,-0.9264873030543358,0.35419279252403346,0.7841871422079614
ID=FBgn0000464,4450.943637914398,0.6770924305106795,0.8271680120870162,0.8185669907644482,,
ID=FBgn0000479,2685.6019015005445,0.44735771058096513,0.7629149218631099,0.5863795526354046,0.5576204819056505,0.8919173160353213
ID=FBgn0000482,1407.6494358638909,-0.016858877255284777,0.15776414496670907,-0.10686127230520145,0.9148990374308428,0.9845883954920309
ID=FBgn0000489,169.17181580423497,0.18352066631549982,0.18173789301747809,1.009809584938075,0.3125865270892113,0.7538029094151333
ID=FBgn0000490,321.79278439254443,0.782244596968125,0.21306809198601634,3.6713361896508827,0.00024128570558393754,0.0050171473987536104
ID=FBgn0000499,1150.5196370170538,0.061825372512883045,0.17083000804858559,0.36191166422763005,0.7174180431831225,0.94401219430041
ID=FBgn0000520,708.6309172984937,0.10352509678164867,0.2341918585798123,0.44205250092572046,0.6584512150578745,0.9267182120560948
ID=FBgn0000524,1032.4947569728013,0.33258573757052906,0.14820828826673338,2.2440427688630202,0.0248296496874256,0.1886253366030501
ID=FBgn0000527,169.04679080065054,-0.5023427587710316,0.21763266071218493,-2.308214020483674,0.02098723574074737,0.16710090229025437
ID=FBgn0000535,476.3420489484415,-0.5747945010732305,0.23896469072060555,-2.4053532734895664,0.016156838570537943,0.13873926909035314
ID=FBgn0000536,1143.5025263572747,0.1037177116606708,0.18248811233527998,0.568353249608464,0.5697951281333631,0.8961950103927521
ID=FBgn0000541,6204.335019448999,-0.11976215922290541,0.23891768863829574,-0.5012695372430827,0.6161814412595236,0.9150986471512466
ID=FBgn0000542,206.72490666647218,0.04086649408764856,0.24765000609032112,0.16501713338437807,0.8689304964406566,0.9810766598511726
ID=FBgn0000543,861.6417992068774,0.1945032110241346,0.21094156600992234,0.9220715229495617,0.3564912697429764,0.785863348136678
ID=FBgn0000546,1405.9041396066896,-0.14770563838671963,0.16297912852609758,-0.9062856067675426,0.36478470176591704,0.7908794652081497
ID=FBgn0000547,838.9475099628928,0.2855646169743073,0.24809338924052973,1.1510367843677154,0.24971710281147952,0.6957787715101689
ID=FBgn0000559,132379.50875152068,0.038486167546742264,0.10530794446254682,0.3654630972350811,0.7147657486630439,0.9436858266413601
ID=FBgn0000562,1712.0047069865802,-0.12260247168703182,0.12936057384584554,-0.9477576362109593,0.3432528517654493,0.7752461176318406
ID=FBgn0000565,736.1951389982577,0.7511065397561113,0.20014576943492274,3.75279748293822,0.00017487212373772164,0.003788215114164695
ID=FBgn0000566,980.5525824347304,0.20030998727990468,0.14824356044375692,1.3512221824697848,0.17662427083090626,0.5956925809793031
ID=FBgn0000567,356.5290385040256,-1.1998549460005574,0.20131146230200375,-5.9601918950872115,2.5194190176431504e-09,1.7940164853934434e-07
ID=FBgn0000568,4884.951683604459,-0.14971271989025067,0.32398022649481323,-0.46210449788869296,0.6440063848264385,0.9211465593942317
ID=FBgn0000575,1758.199034391428,0.28731458457817727,0.21252732837501534,1.3518947740744005,0.17640897956852553,0.595567473411388
ID=FBgn0000578,7354.046483315551,-0.3260500456373664,0.1384913003095194,-2.3542998362255605,0.0185576353066493,0.15291815643514073
ID=FBgn0000579,10301.132300552372,0.4920642853412109,0.18985555381716804,2.5917824127234725,0.009548013866380685,0.09312339455469446
ID=FBgn0000581,4112.464733536777,-0.12287441699515977,0.14158521082609205,-0.8678478230758537,0.3854776458026312,0.8067936253459936
ID=FBgn0000588,408.7339604181317,-0.18946528428697448,0.1824477844156333,-1.0384630588626644,0.299054525008406,0.7414844787225296
ID=FBgn0000611,1679.1141846196697,-0.21941859880377276,0.12160576633190305,-1.8043437036111065,0.07117744252309902,0.36132060073659006
ID=FBgn0000615,475.5232195835998,-0.01978204552560337,0.2056761190950097,-0.09618056589479541,0.9233771654184756,0.9859421054212806
ID=FBgn0000617,955.0091090968609,0.06594570385992775,0.17818568840881868,0.3700954013131842,0.7113114084557834,0.943517843135296
ID=FBgn0000618,190.1506081358319,0.3182749367963559,0.22002300176077816,1.446553016045127,0.14802215334079222,0.5442139373679005
ID=FBgn0000629,1278.0776809406036,-0.1988456443727365,0.2596697862686373,-0.7657634999823347,0.4438170358919875,0.8473665892119101
ID=FBgn0000635,3716.768256537852,-0.15841484477836984,0.6355004294487646,-0.24927574780048448,0.8031474897622394,0.9638072838952918
ID=FBgn0000662,1529.6319986089907,-0.0906570903006726,0.11638273235855577,-0.7789565381690235,0.4360053172038201,0.8418951481848129
ID=FBgn0000667,3499.8732364126986,-0.09256533036657288,0.15510346396406977,-0.5967973119415048,0.5506427128461915,0.8880878625134729
ID=FBgn0000709,2764.0005856311186,-0.12793509088978275,0.14623495255792096,-0.8748598652508197,0.3816501590976139,0.804719494376277
ID=FBgn0000711,1444.0358619027304,0.08260734951689562,0.171489638837601,0.4817046095427607,0.6300158010750962,0.9193623794453901
ID=FBgn0000719,2815.1160393281725,-0.09611750361212754,0.14644032324388406,-0.6563595428019638,0.5115928148845161,0.8708974499351522
ID=FBgn0000721,13229.038689059342,0.6867393429240657,0.3726556680143714,1.8428254334174832,0.0653545021413953,0.3437601269430325
ID=FBgn0000723,2792.8046833121475,-0.07217411008552385,0.13383133557571636,-0.5392915625854354,0.5896856898008898,0.9060925275327186
ID=FBgn0000808,161.2286603717693,-0.09442577757900525,0.193773529685602,-0.4872996726240746,0.6260459796876818,0.9176695096197874
ID=FBgn0000810,365.6557837107477,0.07377471182016078,0.25145273075345737,0.2933939575804206,0.7692210434987623,0.9564023082171605
ID=FBgn0000826,149.38593572869857,0.6054012574416879,0.19986530162470093,3.0290463253020583,0.002453270614545301,0.033483474122642604
ID=FBgn0000928,805.6567001588331,0.5211581404042687,0.15930718943750494,3.2714037718223334,0.0010701500067594285,0.017149665076475938
ID=FBgn0000996,1474.80239667116,-0.23055751559967536,0.09421532764794499,-2.447133830083371,0.014399735965053008,0.12727073426723667
ID=FBgn0001078,1964.5015208474392,0.01935091013307389,0.18916363500251596,0.10229719963256424,0.9185207780181066,0.9845883954920309
ID=FBgn0001079,504.4721260518799,0.12238463175164523,0.12808169415851087,0.9555200886098908,0.33931475141209977,0.7728267180623202
ID=FBgn0001083,243.18975215480398,0.08793360527118509,0.18727249294059628,0.4695489652026902,0.6386772938163765,0.9194518383853737
ID=FBgn0001086,1424.0851462173216,0.03171007367136069,0.11377926300800172,0.2786981813120957,0.7804764583389349,0.9597647943209971
ID=FBgn0001087,1998.1388891509816,0.061458902323269025,0.12943035894464655,0.4748414732400853,0.6348999698232038,0.9194518383853737
ID=FBgn0001091,5106.051174547686,0.7620758216168272,0.18770288224732767,4.060011292808355,4.907034257181387e-05,0.00126287025485687
ID=FBgn0001092,11145.326867975546,0.4241582733535176,0.14533492490969863,2.9184882685084883,0.0035173311009952996,0.0439549919707161
ID=FBgn0001098,783.0284219270026,-0.3363101258447261,0.12060623700587926,-2.7884969649482705,0.0052953243602252755,0.05957830638713672
ID=FBgn0001104,9715.002120673294,0.005454556601767782,0.10177877112680683,0.05359228197962731,0.9572600057646351,0.9947529057509015
ID=FBgn0001105,6747.968634402743,0.15992112955444227,0.1577294995391422,1.0138948644464327,0.3106329221537769,0.7529462664430054
ID=FBgn0001108,2592.2442701850414,-0.1363069446735013,0.1827235199406123,-0.745973724224462,0.4556832878525323,0.8527033291713771
ID=FBgn0001114,47122.367208352385,-0.5041608827713127,0.14770262564934752,-3.413350849755458,0.0006416927241783217,0.01118590457759347
ID=FBgn0001122,1320.8653765536499,0.651372840719972,0.21355757801424535,3.050104083295617,0.002287620722724987,0.03179919192472965
ID=FBgn0001123,1126.3025124217054,-0.03920470486623664,0.2282924014598063,-0.17173022236195234,0.8636496247630732,0.9807049729591865
ID=FBgn0001124,1468.9218997843811,0.6389799854010227,0.17853071552305136,3.5791039291416467,0.0003447743466968828,0.006902803100445813
ID=FBgn0001125,2804.2847281277345,-0.16952686580149884,0.1899233432296879,-0.8926067902905325,0.3720677815489154,0.7969261109906962
ID=FBgn0001128,326.9606371669429,-0.3948035398485735,0.12994004009028465,-3.0383516857025517,0.002378761659796449,0.03282430166022595
ID=FBgn0001133,581.4701932880366,-0.08011086155580131,0.2002884639141406,-0.39997741252907676,0.6891731534366781,0.9377823980782488
ID=FBgn0001137,568.7349247609982,-1.2976970665372267,0.1943406208726332,-6.677436043531579,2.4315866747546078e-11,2.3232425596263015e-09
ID=FBgn0001139,4842.0702343499825,-0.14115318884785708,0.14121209446893684,-0.9995828571107787,0.3175124227020665,0.7590188282376962
ID=FBgn0001142,450.75925108098943,0.07578904681156921,0.30683843925119236,0.24699984459745192,0.8049083443418575,0.9641654315772373
ID=FBgn0001145,508.1181640606205,0.19993226604316278,0.27648560291568536,0.7231199886531973,0.46960616981839753,0.8588400180204029
ID=FBgn0001149,2463.389370441553,-0.04437090035858677,0.10569847000217943,-0.4197875367322902,0.6746406704225728,0.9308264436413097
ID=FBgn0001168,3463.920095701563,0.11057988633111704,0.2521549534535157,0.43853941719809303,0.6609953028991298,0.927366813112347
ID=FBgn0001169,1661.9710376477701,0.01307832361313105,0.1302363516744927,0.10041991690475534,0.9200109582849709,0.9845883954920309
ID=FBgn0001179,1108.807963810579,0.17373414648208785,0.1462153845776308,1.1882070206493651,0.23475185840120405,0.6760698370097212
ID=FBgn0001185,586.8828614142501,0.04317124159246182,0.144145593631412,0.2994974768556089,0.7645604969094308,0.9561515470763334
ID=FBgn0001186,3378.01831538552,0.08832201929632386,0.1589749430082958,0.5555719513087981,0.5785035103956229,0.9006898713832842
ID=FBgn0001189,1680.5261043423634,0.20937395091609054,0.10900571460712934,1.9207612341307174,0.05476181579021847,0.30696790287806314
ID=FBgn0001197,3926.6784361498844,0.2626145872164855,0.13985970987969454,1.8777000713242082,0.06042220696577512,0.32752617115039123
ID=FBgn0001202,899.7350648141328,-0.045183808864243835,0.12351644395091906,-0.36581209285945954,0.7145052956163241,0.9436858266413601
ID=FBgn0001206,711.7715033457156,0.49059239287133405,0.11248545564221253,4.361385123706864,1.2924164737753158e-05,0.0004031057662833092
ID=FBgn0001215,7285.725705927533,-0.18326603342734998,0.11247112173364601,-1.6294496809710888,0.10321785889657434,0.4456110207252365
ID=FBgn0001218,36536.62240246704,-0.0035577498300358268,0.1374076065190225,-0.025891942376154387,0.9793435269460404,0.9975656064069822
ID=FBgn0001220,7163.943027795703,0.00602636625652837,0.13263267476116825,0.04543651304160195,0.9637593778296599,0.9959341538165926
ID=FBgn0001222,1285.8337762349568,-0.08885521114273864,0.0942217289805241,-0.943043734222976,0.3456585335118315,0.7767487319193204
ID=FBgn0001223,346.8935963101326,0.6333683653862624,0.2823137302837753,2.243491185319307,0.02486515764706344,0.1886253366030501
ID=FBgn0001224,721.5261783634762,1.4994490546822743,0.15963423383049058,9.393029419206417,5.829885035024983e-21,1.6297767497914285e-18
ID=FBgn0001225,515.4458426469533,1.426408728849915,0.1569411766175831,9.088811232285009,1.0012779050388399e-19,2.5192152090777213e-17
ID=FBgn0001228,346.8935963101326,0.6333683653862624,0.2823137302837753,2.243491185319307,0.02486515764706344,0.1886253366030501
ID=FBgn0001230,214.72117925122285,0.13393759878915118,0.21566652912668052,0.6210402668022607,0.5345731295829093,0.8813800747251637
ID=FBgn0001233,53897.06604863691,0.2147660171774047,0.12399507173222059,1.7320528483681417,0.08326415333639373,0.39452468887827985
ID=FBgn0001234,1635.1533038627674,-0.10747834462931884,0.331189850559987,-0.32452185490464397,0.7455429789718442,0.9506380363243434
ID=FBgn0001247,1559.7378901448762,0.21544085051778306,0.09315974013160777,2.3125960872521483,0.020744856861462373,0.16587095295584534
ID=FBgn0001248,3495.543986446703,0.23587199430335662,0.16864683074542275,1.3986150422204624,0.161928453102281,0.570338760623433
ID=FBgn0001257,11759.517949805364,0.6720458560545798,0.2087901250991392,3.218762648547072,0.0012874500414799977,0.0200778365972955
ID=FBgn0001258,1814.1019320365688,0.9491036535684209,0.1530374867238004,6.201772349289478,5.583079948052796e-10,4.300110964071684e-08
ID=FBgn0001276,192.88811841935237,0.0011184771708413798,0.21572139168881083,0.0051848227108363945,0.9958631285433615,0.9998022113853036
ID=FBgn0001280,715.2896056518366,0.18108811122263938,0.17043393744387497,1.0625120438954412,0.288003293315812,0.7311970595182471
ID=FBgn0001291,1493.897488836198,-0.06856292292611041,0.11870481974616462,-0.5775917361462123,0.5635397875172542,0.8945347768103994
ID=FBgn0001297,14355.171581460623,-0.3771217860807735,0.1339949069127619,-2.8144486590546363,0.00488609817591351,0.056134351646567986
ID=FBgn0001301,1335.3940927569552,0.11698883196734507,0.12288010212065738,0.95205676060126,0.34106819637264896,0.7736713274336435
ID=FBgn0001308,4770.909134795706,-0.14147873556981297,0.190486929196588,-0.7427214883799341,0.45765031724737315,0.8531352419321246
ID=FBgn0001313,15485.114289015857,-0.01889636754459061,0.18321211961683617,-0.10313928785993991,0.9178524240729831,0.9845883954920309
ID=FBgn0001316,16402.90423930505,0.12036416375888875,0.12486767422302787,0.9639337363159712,0.3350791486121356,0.7695914554913039
ID=FBgn0001324,2962.4025845807264,-0.01631918613939425,0.13427703713641423,-0.12153370738151843,0.9032683179411722,0.9845156660506501
ID=FBgn0001330,525.9374341936075,-0.12395327142343572,0.13394105362748948,-0.9254315093576067,0.3547414949755926,0.7845981461069926
ID=FBgn0001341,436.6327274405913,0.03825428664590427,0.15125456327368444,0.2529132729482405,0.8003352325193249,0.9632975687601536
ID=FBgn0001404,1862.040699392142,0.1559314879367629,0.14223378481857096,1.096304145570367,0.27294569581156103,0.7223682019585073
ID=FBgn0001491,318.9896822431164,-0.1514499561303877,0.18050288548070478,-0.8390445156987656,0.4014443297068344,0.8202766108898717
ID=FBgn0001565,2715.0364243114004,-0.11226071706156532,0.1243478370757357,-0.9027958965879836,0.3666342293731465,0.7918095285392764
ID=FBgn0001612,2535.0399827221545,-0.04911933198893159,0.13074086197810147,-0.3756999246123899,0.7071399939398422,0.9413567326733561
ID=FBgn0001624,7472.011195895765,-0.19251086173471785,0.11838146559503368,-1.6261908970891643,0.10390905203686164,0.44710192381154706
ID=FBgn0001941,3590.669457569699,-0.1995422878124965,0.14093376416966977,-1.4158586410298963,0.15681689628210055,0.5607496392833985
ID=FBgn0001942,70376.60330275862,-0.23324645586527493,0.13283093339777183,-1.7559648938609922,0.07909440309230244,0.38641071491307366
ID=FBgn0001961,7980.383041089948,-0.029576540659378342,0.18193820597226015,-0.16256366001480652,0.8708620014153428,0.9812309877120475
ID=FBgn0001965,2107.2131806307725,-0.056607510413992757,0.14780744214016922,-0.38298146287052676,0.7017335086413162,0.9406977312042364
ID=FBgn0001970,627.3857777225475,-0.10923960828594807,0.16951903957544875,-0.6444090797088796,0.5193101982778829,0.8740756564067816
ID=FBgn0001977,1375.947935433965,0.2942257429951611,0.11851936988113225,2.482511873715256,0.013045971991062368,0.11807073931479467
ID=FBgn0001978,6809.5234083911,0.03755646986600459,0.1753060781011528,0.21423370069538747,0.8303648167518736,0.9700655683087978
ID=FBgn0001986,1720.2055212814917,-0.16971899393785703,0.12702619944002416,-1.3360944016749112,0.18151841961302684,0.6037557212584388
ID=FBgn0001987,672.0714627884834,0.24350527203720088,0.21712897281903715,1.1214775664238354,0.2620846353864228,0.7103105306630949
ID=FBgn0001989,930.2279735210003,-0.18293431074437802,0.12355945021159849,-1.4805367815338988,0.13873005234621988,0.5291230091507164
ID=FBgn0001990,521.7424910880274,-0.12351951839988345,0.11958881032533586,-1.0328685272798874,0.30166542906225713,0.7443513104157949
ID=FBgn0001994,3766.1550177987074,0.10566159962248928,0.2170532546494777,0.4868003467311451,0.626399824614772,0.9176695096197874
ID=FBgn0001995,573.0542611437129,-0.00505370103949521,0.20713724130337657,-0.024397838880616727,0.9805352721373001,0.9975656064069822
ID=FBgn0002021,322.6216583833246,0.15513539149705943,0.12965251027871275,1.196547534355998,0.2314829605031331,0.6725301716234214
ID=FBgn0002022,1611.5828211166227,-0.013618508133818723,0.10688738163123178,-0.12740987688147734,0.8986159993297118,0.9845156660506501
ID=FBgn0002031,3832.5927541111378,0.24437888646209052,0.1756042162598494,1.3916458936297529,0.1640296541635926,0.574274321228399
ID=FBgn0002044,3298.3122193649556,-0.06327330454426183,0.12069623878640402,-0.5242359263260599,0.6001144558775342,0.9090712207003411
ID=FBgn0002069,8715.267732902614,-0.02527090831345873,0.08619384626949353,-0.29318692003193303,0.7693792813320879,0.9564023082171605
ID=FBgn0002121,4025.991191463459,-0.2742533660844069,0.2456683652529969,-1.1163560509794264,0.2642697578859565,0.7127590360420175
